Open Datetime,Close Datetime,Symbol,Side,Volume,Exec Count,Entry Price,Exit Price,Gross P&L,Gross P&L (%),Shared,Notes,Tags,Gross P&L (t),Position MFE,Position MAE,Price MFE,Price MAE,Position MFE Datetime,Position MAE Datetime,Price MFE Datetime,Price MAE Datetime
2026-03-12 11:08:12,2026-03-12 11:10:42,LWLG,L,20,2,6.89,6.89,0.0,0.00,false,,"","",0.135,-0.4,0.0135,-0.04,2026-03-12 11:09:00,2026-03-12 11:09:00,2026-03-12 11:09:00,2026-03-12 11:09:00
2026-03-12 11:07:23,2026-03-12 11:07:53,LWLG,L,20,2,6.89,6.9,0.1,0.15,false,,"","",0.1,0.0,0.02,-0.03,2026-03-12 11:07:00,"",2026-03-12 11:07:00,2026-03-12 11:07:00
2026-03-12 11:05:20,2026-03-12 11:06:35,LWLG,L,20,2,6.95,6.95,0.0,0.00,false,,"","",0.0,0.0,0.0,0.0,"","",2026-03-12 11:05:20,2026-03-12 11:05:20
2026-03-12 10:59:57,2026-03-12 11:03:26,LWLG,L,20,2,7.04,6.89,-1.5,-2.13,false,,"","",0.05,-1.5,0.005,-0.15,2026-03-12 11:00:00,2026-03-12 11:03:26,2026-03-12 11:00:00,2026-03-12 11:03:26
2026-03-12 10:58:52,2026-03-12 10:59:16,LWLG,L,20,2,7.04,7.03,-0.1,-0.14,false,,"","",0.0,-0.1,0.0,-0.01,"",2026-03-12 10:59:16,2026-03-12 10:58:52,2026-03-12 10:59:16
2026-03-12 10:55:42,2026-03-12 10:58:28,LWLG,L,20,2,7.05,7.06,0.1,0.14,false,,"","",0.2,-0.8,0.02,-0.08,2026-03-12 10:56:00,2026-03-12 10:57:00,2026-03-12 10:56:00,2026-03-12 10:57:00
2026-03-12 10:55:00,2026-03-12 10:55:10,LWLG,L,20,2,6.98,7.0,0.2,0.29,false,,"","",0.2,0.0,0.07,-0.005,2026-03-12 10:55:00,"",2026-03-12 10:55:00,2026-03-12 10:55:00
2026-03-12 10:53:12,2026-03-12 10:54:36,LWLG,L,20,2,6.98,6.99,0.1,0.14,false,,"","",0.1,0.0,0.01,0.0,2026-03-12 10:54:36,"",2026-03-12 10:54:36,2026-03-12 10:53:12
2026-03-12 10:50:19,2026-03-12 10:52:43,LWLG,L,20,2,7.0,6.94,-0.6,-0.86,false,,"","",0.0,-0.6,0.0,-0.06,"",2026-03-12 10:51:00,2026-03-12 10:50:19,2026-03-12 10:51:00
2026-03-12 10:46:01,2026-03-12 10:46:11,LWLG,L,20,2,6.99,7.05,0.6,0.86,false,,"","",0.6,0.0,0.11,-0.005,2026-03-12 10:46:00,"",2026-03-12 10:46:00,2026-03-12 10:46:00
2026-03-12 10:34:51,2026-03-12 10:39:10,LWLG,L,20,2,6.9,6.93,0.3,0.43,false,,"","",0.3,-1.2,0.03,-0.12,2026-03-12 10:39:10,2026-03-12 10:37:00,2026-03-12 10:39:10,2026-03-12 10:37:00
2026-03-12 10:33:35,2026-03-12 10:34:12,LWLG,L,20,2,6.87,6.91,0.4,0.58,false,,"","",0.4,0.0,0.04,0.0,2026-03-12 10:34:12,"",2026-03-12 10:34:12,2026-03-12 10:33:35
2026-03-11 12:39:38,2026-03-11 13:03:57,ADAG,L,40,2,3.84,3.72,-2.4,-3.12,false,,"","",0.0,-4.8,0.0,-0.24,"",2026-03-11 12:49:00,2026-03-11 12:39:38,2026-03-11 12:49:00
2026-03-11 12:05:20,2026-03-11 12:11:05,DOMO,L,20,2,5.15,5.1,-0.5,-0.97,false,,"","",0.0,-0.5,0.0,-0.05,"",2026-03-11 12:11:05,2026-03-11 12:05:20,2026-03-11 12:11:05
2026-03-11 11:32:48,2026-03-11 11:54:01,DOMO,L,20,2,5.2,5.11,-0.9,-1.73,false,,"","",0.547,-0.96,0.0547,-0.096,2026-03-11 11:35:00,2026-03-11 11:53:00,2026-03-11 11:35:00,2026-03-11 11:53:00
2026-03-11 11:12:55,2026-03-11 11:15:15,DOMO,L,20,2,5.29,5.33,0.4,0.76,false,,"","",0.6,-0.412,0.06,-0.0412,2026-03-11 11:14:00,2026-03-11 11:13:00,2026-03-11 11:14:00,2026-03-11 11:13:00
2026-03-11 11:08:44,2026-03-11 11:10:00,DOMO,L,20,2,5.21,5.13,-0.8,-1.54,false,,"","",0.0,-0.9,0.0,-0.09,"",2026-03-11 11:09:00,2026-03-11 11:08:44,2026-03-11 11:09:00
2026-03-11 10:26:59,2026-03-11 11:04:31,VYGR,L,2,2,4.82,4.82,0.0,0.00,false,,"","",0.06,-0.05,0.06,-0.05,2026-03-11 10:30:00,2026-03-11 10:39:00,2026-03-11 10:30:00,2026-03-11 10:39:00
2026-03-10 12:37:12,2026-03-10 13:01:07,VYGR,L,20,2,4.98,4.92,-0.6,-1.20,false,,"","",0.0,-1.1,0.0,-0.11,"",2026-03-10 12:39:00,2026-03-10 12:37:12,2026-03-10 12:39:00
2026-03-10 12:16:19,2026-03-10 12:28:16,VYGR,L,20,2,4.9,4.91,0.1,0.20,false,,"","",0.3,-0.4,0.03,-0.04,2026-03-10 12:21:00,2026-03-10 12:20:00,2026-03-10 12:21:00,2026-03-10 12:20:00
2026-03-10 11:59:58,2026-03-10 12:05:34,VYGR,L,20,2,4.61,4.72,1.1,2.39,false,,"","",1.2,-0.05,0.12,-0.005,2026-03-10 12:02:00,2026-03-10 12:00:00,2026-03-10 12:02:00,2026-03-10 12:00:00
2026-03-10 11:34:38,2026-03-10 11:51:36,VYGR,L,20,2,5.11,4.84,-2.7,-5.28,false,,"","",0.2,-2.8,0.02,-0.28,2026-03-10 11:38:00,2026-03-10 11:50:00,2026-03-10 11:38:00,2026-03-10 11:50:00
2026-03-10 10:54:27,2026-03-10 11:16:30,ZVRA,L,10,2,11.12,10.76,-1.8,-3.24,false,,"","",0.109,-1.95,0.0218,-0.39,2026-03-10 10:56:00,2026-03-10 11:15:00,2026-03-10 10:56:00,2026-03-10 11:15:00
2026-03-09 12:31:00,2026-03-09 14:05:38,ANTX,L,20,2,6.5,5.5,-10.0,-15.38,false,,"","",0.499,-10.5,0.0499,-1.05,2026-03-09 12:32:00,2026-03-09 13:03:00,2026-03-09 12:32:00,2026-03-09 13:03:00
2026-03-09 12:26:58,2026-03-09 12:29:25,ANTX,L,20,2,6.47,6.8,3.3,5.10,false,,"","",4.399,-0.924,0.4399,-0.0924,2026-03-09 12:28:00,2026-03-09 12:27:00,2026-03-09 12:28:00,2026-03-09 12:27:00
2026-03-06 12:21:05,2026-03-06 12:45:23,GEVO,L,20,2,2.18,2.17,-0.1,-0.46,false,,"","",0.1,-0.2,0.01,-0.02,2026-03-06 12:23:00,2026-03-06 12:43:00,2026-03-06 12:23:00,2026-03-06 12:43:00
2026-03-06 09:41:35,2026-03-06 11:46:50,SWBI,L,20,2,13.69,13.61,-0.8,-0.58,false,,"","",2.7,-4.8,0.27,-0.48,2026-03-06 10:25:00,2026-03-06 09:45:00,2026-03-06 10:25:00,2026-03-06 09:45:00
2026-03-05 12:50:15,2026-03-05 14:32:06,PDYN,L,2,2,9.75,9.4505,-0.2995,-3.07,false,,"","",0.03,-0.3699,0.03,-0.3699,2026-03-05 12:51:00,2026-03-05 13:29:00,2026-03-05 12:51:00,2026-03-05 13:29:00
2026-03-05 10:33:41,2026-03-05 10:34:47,ALTO,L,8,2,4.115,4.11195,-0.0122,-0.07,false,,"","",0.0,-0.0122,0.0,-0.00305,"",2026-03-05 10:34:47,2026-03-05 10:33:41,2026-03-05 10:34:47
2026-03-05 10:17:01,2026-03-05 10:17:37,ALTO,L,40,2,3.9982,4.005,0.136,0.17,false,,"","",0.136,0.0,0.0168,-0.0532,2026-03-05 10:17:00,"",2026-03-05 10:17:00,2026-03-05 10:17:00
2026-03-05 10:14:59,2026-03-05 10:17:01,ALTO,L,40,2,3.96,3.97,0.2,0.25,false,,"","",0.2,-1.2,0.01,-0.06,2026-03-05 10:17:01,2026-03-05 10:16:00,2026-03-05 10:17:01,2026-03-05 10:16:00
2026-03-05 10:10:42,2026-03-05 10:12:05,ALTO,L,60,2,4.015,3.98195,-0.9915,-0.82,false,,"","",0.0,-2.4,0.0,-0.08,"",2026-03-05 10:11:00,2026-03-05 10:10:42,2026-03-05 10:11:00
2026-03-05 09:40:38,2026-03-05 09:47:52,ALTO,L,40,2,3.72,3.8707,3.014,4.05,false,,"","",4.188,-0.8,0.2094,-0.04,2026-03-05 09:45:00,2026-03-05 09:41:00,2026-03-05 09:45:00,2026-03-05 09:41:00
2026-03-04 10:27:36,2026-03-04 10:28:03,SHMD,L,4,2,9.23,9.16,-0.14,-0.76,false,,"","",0.0,-0.14,0.0,-0.07,"",2026-03-04 10:28:03,2026-03-04 10:27:36,2026-03-04 10:28:03
2026-03-04 10:13:44,2026-03-04 10:14:30,SHMD,L,20,2,9.03,9.08,0.5,0.55,false,,"","",0.5,0.0,0.05,0.0,2026-03-04 10:14:30,"",2026-03-04 10:14:30,2026-03-04 10:13:44
2026-03-04 10:06:12,"",GBPUSD,S,60,1,1.3343,,0.0,"",false,,"","",,,,,"","","",""
2026-03-04 10:06:11,2026-03-04 10:08:01,SHMD,L,60,2,8.89,8.92,0.9,0.34,false,,"","",2.7,-0.3,0.09,-0.01,2026-03-04 10:07:00,2026-03-04 10:07:00,2026-03-04 10:07:00,2026-03-04 10:07:00
2026-03-02 10:45:21,2026-03-02 11:03:10,BATL,L,20,2,8.915,9.15,2.35,2.64,false,,"","",2.35,-1.15,0.235,-0.115,2026-03-02 11:03:10,2026-03-02 10:51:00,2026-03-02 11:03:10,2026-03-02 10:51:00
2026-02-26 10:39:42,2026-02-26 12:12:01,BFLY,L,80,2,4.82,4.595,-9.0,-4.67,false,,"","",4.796,-12.8,0.1199,-0.32,2026-02-26 10:53:00,2026-02-26 11:55:00,2026-02-26 10:53:00,2026-02-26 11:55:00
2026-02-19 14:27:14,2026-02-19 15:36:41,FJET,L,38,2,11.1,10.575,-9.975,-4.73,false,,"","",1.33,-14.06,0.07,-0.74,2026-02-19 14:30:00,2026-02-19 14:47:00,2026-02-19 14:30:00,2026-02-19 14:47:00
2026-02-19 14:14:59,2026-02-19 14:18:00,FJET,L,20,2,11.06,11.2,1.4,1.27,false,,"","",1.9,-0.199,0.19,-0.0199,2026-02-19 14:17:00,2026-02-19 14:15:00,2026-02-19 14:17:00,2026-02-19 14:15:00
